dp_rank,req_id,remote_engine,remote_rank,n_blocks,recv_start_wall,recv_done_wall,latency_ms
0,chatcmpl-7a8e3ea5-00b4-4cb9-b62a-f798b875b786-8c0a31e2,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995686.9813116,1779995686.9814358,0.12421607971191406
1,chatcmpl-0b06abb5-888a-4a1c-9f7d-b4c9efe29077-92580bca,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,37,1779995687.062749,1779995687.0723202,9.571313858032227
0,chatcmpl-5b03b18b-ca63-4b4e-9c4d-ffd66ccb671d-859654dc,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,1,1779995687.0755296,1779995687.0758326,0.30303001403808594
1,chatcmpl-b58bb5f6-b53e-43c4-8605-9eb757dfa7ea-9471ea7b,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,25,1779995687.0884001,1779995687.0964398,8.039712905883789
0,chatcmpl-299e2d20-e9ad-4b6b-a4b0-7f4baf586339-9327ea85,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,17,1779995687.1037498,1779995687.1127384,8.988618850708008
1,chatcmpl-c299c806-e018-4e3b-a9f3-691e930a262d-a42e1613,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,3,1779995687.1090014,1779995687.1093965,0.39505958557128906
0,chatcmpl-de50f2f9-644e-453f-baad-2d1df9b7dfb0-a91a61e8,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,3,1779995687.1878345,1779995687.1882296,0.39505958557128906
1,chatcmpl-43f1bd96-40c8-40f4-bc01-2e79ba2eede9-8b093787,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,3,1779995687.2015376,1779995687.2019606,0.4229545593261719
0,chatcmpl-2a3c72a4-ef38-4e94-b98c-7411f9cb79e8-86c08570,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,20,1779995687.2539954,1779995687.2638202,9.824752807617188
1,chatcmpl-a8b88e53-b633-4a1b-bb5a-5f93f81f4b3d-b648a38a,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,12,1779995687.302531,1779995687.306176,3.6449432373046875
1,chatcmpl-834f4781-5a03-451b-a462-323692a1d910-a0f07c24,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,42,1779995687.3979259,1779995687.4184446,20.518779754638672
0,chatcmpl-c76cee34-19db-409c-9ee2-eb49cdc5de0d-b1b8b826,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,49,1779995687.4852905,1779995687.5055149,20.224332809448242
0,chatcmpl-350322b7-4154-4fc9-b947-fbb819368d1d-9a9ca825,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995687.4973896,1779995687.5055535,8.163928985595703
1,chatcmpl-8e08d644-8308-4856-a0a1-80ca0d6f8273-bb4a1d7e,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,16,1779995687.76479,1779995687.7771044,12.314319610595703
0,chatcmpl-c835fbd0-d6f8-43ec-8b26-fa8932397cf4-9925c824,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995687.7791588,1779995687.779465,0.30612945556640625
0,chatcmpl-4abbf1d6-7fa3-43d7-b611-91adee42282b-9f4c3ff4,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,8,1779995687.8199353,1779995687.8201652,0.22983551025390625
0,chatcmpl-b8580402-78c1-4c4e-a143-335c3eab0d0e-bfbb88cc,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,14,1779995687.8342328,1779995687.8398037,5.570888519287109
1,chatcmpl-05b974c3-292e-4fe8-b9d2-7f700b6dfa82-9ecdba90,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,26,1779995687.8841515,1779995687.8964837,12.33220100402832
1,chatcmpl-ee8049df-b15a-41bd-b3e7-239c14a712fe-8461b22d,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,27,1779995688.136184,1779995688.1496172,13.433218002319336
0,chatcmpl-f9952096-f5ec-43fa-9942-0e9561242a7f-aa7fb6b6,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,4,1779995688.1456301,1779995688.1459298,0.29969215393066406
0,chatcmpl-88ca86b3-1319-4780-8857-776cf23b9203-be1277bd,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,46,1779995688.2997613,1779995688.3216054,21.844148635864258
1,chatcmpl-287d54eb-416b-4853-9b2c-cde55fd7c26b-a96b1aaf,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995688.3045032,1779995688.304876,0.37288665771484375
0,chatcmpl-a825eced-91b9-4c79-b2f8-1d5e5ab53472-abe297a9,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,4,1779995688.313366,1779995688.321622,8.255958557128906
1,chatcmpl-ff3826a7-3c6c-4af4-ac80-a241e69ecf18-8d42007b,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,5,1779995688.3392198,1779995688.3395581,0.3383159637451172
0,chatcmpl-97da847a-20b8-454b-b394-2c9d5ce34342-b41983ca,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,41,1779995688.478657,1779995688.4904785,11.821508407592773
1,chatcmpl-2b8b6efc-c657-4d3f-adf7-f9b5375ced69-9a13b0fb,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,3,1779995688.4935603,1779995688.4939454,0.38504600524902344
1,chatcmpl-d4e0ef7c-2493-4e2f-a318-782d46103c65-b58908ec,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995688.5226161,1779995688.5230548,0.438690185546875
0,chatcmpl-2fc188e8-6393-47d1-9e40-5170b055e701-a7a6fbff,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,24,1779995688.5480907,1779995688.5598795,11.78884506225586
1,chatcmpl-a3733b37-bf50-474f-bbcf-63ac952ae1f8-860b3589,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995688.5522563,1779995688.5527067,0.45037269592285156
0,chatcmpl-6ef8a5d6-c43f-4e17-b689-3c790f04f046-ba2cae70,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,32,1779995688.5840206,1779995688.5993426,15.321969985961914
1,chatcmpl-04ec2354-7c7c-45c3-8770-8277092ce2ef-9fa19446,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,11,1779995688.5935721,1779995688.5993369,5.76472282409668
1,chatcmpl-e38cff34-2b7c-47e3-be79-92a409f27a37-bb9727e2,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,1,1779995688.609156,1779995688.6095374,0.3814697265625
0,chatcmpl-8610c8d0-2a91-42c0-9faf-3835ece9efc2-8db494fc,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,31,1779995688.6555364,1779995688.6671739,11.637449264526367
0,chatcmpl-7adfe5eb-bec0-40e9-94a6-80c9252b3720-abda185f,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,39,1779995688.7706778,1779995688.7984242,27.74643898010254
1,chatcmpl-37d2a99d-99cf-4ab6-92a1-14b0285d41c5-adaed24a,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995688.7749891,1779995688.7753806,0.3914833068847656
0,chatcmpl-76e10e36-59e6-4834-b20b-593a26f4f23a-a63a2217,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,23,1779995688.7980216,1779995688.8116417,13.620138168334961
1,chatcmpl-8d6421e0-cb57-4b2b-95d3-1e74ffc049ef-8fcac3fd,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995688.8125868,1779995688.813092,0.5052089691162109
1,chatcmpl-5773fb95-38fc-4734-8928-9705a78cad79-86c537b4,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,3,1779995688.8227143,1779995688.8231633,0.4489421844482422
0,chatcmpl-276745ba-e7e2-450f-8b61-f2c597b3d8c4-b7b0ca8d,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,12,1779995688.8454847,1779995688.8521607,6.675958633422852
1,chatcmpl-df6d017c-66d7-4062-ad71-60fc45c2b1e0-b1d0ed0d,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,1,1779995688.956236,1779995688.9566169,0.3809928894042969
0,chatcmpl-0c082876-0e35-4e37-955e-ff31cc6fe3a5-851b310c,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,27,1779995689.0237372,1779995689.0387492,15.012025833129883
1,chatcmpl-31bf2aba-8d12-4d3a-8f7d-d79833968cf9-9bed7eed,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,1,1779995689.0494645,1779995689.049864,0.39958953857421875
0,chatcmpl-d63a0cfa-7376-400e-b243-27d209050641-b81127ac,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,27,1779995689.1095057,1779995689.1230588,13.553142547607422
0,chatcmpl-d71490d7-ec8d-40bf-92bd-1d4fc1eaf735-990ea797,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995689.1355815,1779995689.1359768,0.3952980041503906
1,chatcmpl-fde99ec5-2b48-4959-9e32-1d8a34edbd02-b39368cd,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,23,1779995689.171028,1779995689.1881819,17.15397834777832
0,chatcmpl-c4637b35-b742-4ac4-8fdd-8b0611cacd83-89a4b0d6,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,5,1779995689.182275,1779995689.1826758,0.40078163146972656
1,chatcmpl-ab6ac9a1-e1aa-4211-b095-f8dda5f877ed-895dab99,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995689.1877456,1779995689.188195,0.4494190216064453
0,chatcmpl-fc1e608e-33af-4122-9dd9-f80f3de84323-9d8b2100,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,1,1779995689.372819,1779995689.373214,0.39505958557128906
1,chatcmpl-52fcdf92-dfd0-4ee9-8b76-915355bfae95-be7fc6a2,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,3,1779995689.4073253,1779995689.4077172,0.39196014404296875
0,chatcmpl-ea8097cf-4ecc-4ebd-b3f8-06f46bea5d1c-afd57595,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,47,1779995689.5073051,1779995689.5304186,23.113489151000977
0,chatcmpl-e6538c10-dd89-442e-907d-679e44bf997f-aba169b7,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,18,1779995689.578195,1779995689.5844681,6.273031234741211
1,chatcmpl-211f00c1-a887-42b7-947b-3e2a56dcc9dd-81c755ef,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,42,1779995689.6502829,1779995689.6637318,13.448953628540039
1,chatcmpl-f0cad134-cca1-4f88-aeb6-b665bc68aaab-83f6a232,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,58,1779995689.7186937,1779995689.740776,22.08232879638672
0,chatcmpl-92e8c6d2-3a81-4727-a819-e9ee971a3756-bf91854f,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,4,1779995689.7388146,1779995689.7392354,0.4208087921142578
1,chatcmpl-f1cbacc4-118e-49cb-b65c-607ed1e018c5-b48f242e,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,27,1779995689.740276,1779995689.7544277,14.151573181152344
1,chatcmpl-20ed540c-3a93-4544-9753-4b21d5a3e860-b41c93e1,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,18,1779995689.8048332,1779995689.8183982,13.5650634765625
0,chatcmpl-44d29024-ab13-404c-8245-681f03b8cb5a-a078c0f7,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,3,1779995689.8209589,1779995689.8213573,0.39839744567871094
1,chatcmpl-0782a233-43d8-485a-8a21-78fe97649126-bf91ada2,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,4,1779995689.832715,1779995689.8331025,0.38743019104003906
0,chatcmpl-665d8540-7e8f-4698-8ef5-7e517e18e6bd-8603a4fe,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,8,1779995689.850342,1779995689.863791,13.448953628540039
1,chatcmpl-9649d87a-5608-4e31-930a-aa30b1aba6fc-a85e31ab,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995689.9431255,1779995689.9435575,0.43201446533203125
1,chatcmpl-656a7ca5-42a9-4d20-96d5-6475293e0062-afb49bd1,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995689.9993918,1779995689.999808,0.4162788391113281
0,chatcmpl-37ca8d3a-3e16-4071-83f1-116ea1c8ceee-b6c08a97,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,3,1779995690.0559402,1779995690.0638807,7.940530776977539
1,chatcmpl-da2c8e7f-aa5f-4655-8383-aff10247ab42-968b13f2,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,3,1779995690.0673642,1779995690.0677989,0.43463706970214844
0,chatcmpl-de20c890-b068-46bc-b099-15e692ea9b23-8fdd47d1,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,20,1779995690.091302,1779995690.0973704,6.06846809387207
1,chatcmpl-bdccdb91-1f32-467e-a5a5-6a61085d5ed0-a9328818,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,34,1779995690.1839416,1779995690.1971464,13.204813003540039
1,chatcmpl-bba39c6b-f1e0-4856-b4e8-4061b205e385-8dc851aa,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,9,1779995690.2277339,1779995690.2280862,0.3523826599121094
0,chatcmpl-5195c3b6-4872-418b-aabf-def632dd76eb-a5f4830e,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,35,1779995690.3581562,1779995690.3723676,14.211416244506836
0,chatcmpl-50211082-c366-4918-bc16-31496be4b32f-9cb8b8a7,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,23,1779995690.5009592,1779995690.5145547,13.5955810546875
1,chatcmpl-a6f49b04-2d2c-4f3c-b4d7-4d7d20e74967-8934019c,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,3,1779995690.5067227,1779995690.5071228,0.4000663757324219
0,chatcmpl-063e21e9-a068-42f1-8462-b5f89f681fc2-b5311151,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,31,1779995690.5315645,1779995690.5472684,15.703916549682617
1,chatcmpl-5cd2ec81-f072-47ce-8613-a5276432792d-a189da57,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995690.5388126,1779995690.5392256,0.41294097900390625
0,chatcmpl-76c51848-ab5b-4a34-aa66-daeb74ad6d40-b2c3c564,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,20,1779995690.5966265,1779995690.6043596,7.73310661315918
1,chatcmpl-0d702b7f-1888-427d-91f6-d57e36c4ce95-9f35d0c9,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,3,1779995690.6321993,1779995690.6326084,0.40912628173828125
0,chatcmpl-159a1727-368f-412d-9bb8-324b28201215-a32d35e4,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,3,1779995690.6655874,1779995690.6658554,0.26798248291015625
1,chatcmpl-7a1dcd3a-5549-42b2-9761-74072c0921ab-8f792e3f,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,1,1779995690.7461972,1779995690.746622,0.4248619079589844
0,chatcmpl-c2688fea-b5a7-4ad1-8611-b9de54917eb7-a43b5db9,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,49,1779995690.7646232,1779995690.7787623,14.139175415039062
1,chatcmpl-ad05a1c0-3e9c-4a62-8306-d412059afdab-9bc07eb3,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,49,1779995690.9223866,1779995690.936589,14.202356338500977
0,chatcmpl-4f482f00-0fbd-4236-b35b-04c5884268ba-851dabd1,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995690.9507704,1779995690.9511757,0.40531158447265625
1,chatcmpl-f96d8b1e-3ec7-4d75-aee9-b0b8d27a9b33-a793fb32,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,5,1779995690.965579,1779995690.9725487,6.969690322875977
0,chatcmpl-8812cb09-c1a4-4059-a502-732e1664db14-9314517c,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,17,1779995691.0123146,1779995691.0190287,6.714105606079102
1,chatcmpl-fbc54bb8-b062-4903-aa2b-333ca03b49fc-8b2a5aed,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,26,1779995691.1198266,1779995691.1363232,16.496658325195312
0,chatcmpl-a99ed2a2-57d5-48c4-a2d7-cd095fbae6f9-8c6be77a,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,24,1779995691.1443446,1779995691.1599383,15.593767166137695
1,chatcmpl-c662f8e5-85ad-4b3e-9f93-52b7292c80b5-a66a5131,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995691.1495945,1779995691.1499727,0.3781318664550781
0,chatcmpl-fbaf3a92-dc1f-4cd0-86f8-c8fa1738bddb-ba880b47,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,38,1779995691.2156594,1779995691.2307887,15.129327774047852
1,chatcmpl-c14b76f7-0697-4d8c-bd93-47e707f7154d-bd7f0c0e,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,11,1779995691.2228386,1779995691.23075,7.911443710327148
0,chatcmpl-d835e864-de8c-4612-8856-4224a900df12-b8f27c65,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,63,1779995691.3113825,1779995691.3256366,14.254093170166016
0,chatcmpl-113b3526-710a-46f1-bc25-d659c01b06de-8855d59d,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995691.315452,1779995691.3256736,10.221481323242188
1,chatcmpl-0e174e0c-a044-4c1e-9d17-a86d7f330d1e-8644f39f,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,38,1779995691.369683,1779995691.3842678,14.584779739379883
0,chatcmpl-40e354d9-dcf2-44cb-96a7-62e5937a679b-aa7688f7,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,26,1779995691.3907099,1779995691.4080262,17.316341400146484
1,chatcmpl-3e038eab-0461-40e6-a296-54fcac6d8c36-a408d57c,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,38,1779995691.4532886,1779995691.4678833,14.594793319702148
0,chatcmpl-b7fb7103-0dd2-42c7-8cf8-86d1a92ddc4e-9ff8f3a5,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,3,1779995691.4853885,1779995691.4857643,0.3757476806640625
1,chatcmpl-93abff3c-9893-4ddb-9398-768a52fc2a32-aa3076fe,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,22,1779995691.4867308,1779995691.494338,7.607221603393555
1,chatcmpl-9a367113-be9a-4708-a2a6-0aa53ee28033-8c930006,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995691.4938977,1779995691.494346,0.4482269287109375
0,chatcmpl-00fd6408-8deb-4bdd-a667-fbeb0e4bd83a-a0d2d0d6,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,15,1779995691.4981215,1779995691.516244,18.122434616088867
0,chatcmpl-fb164d49-df56-48e3-a146-192d9e30d87a-a483656a,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,20,1779995691.5330355,1779995691.540274,7.2383880615234375
0,chatcmpl-eb06e1f5-80c9-4e62-84cf-0bd0b197455a-99a8111d,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,44,1779995691.755331,1779995691.7697587,14.427661895751953
1,chatcmpl-2d57f27b-f215-494c-b5ec-c6100fc0a59b-bb436e3b,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,32,1779995691.7786927,1779995691.7941318,15.439033508300781
1,chatcmpl-328e3d8a-e985-4e77-883d-ad3d53031734-9828fcfc,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,40,1779995691.8385494,1779995691.8542926,15.743255615234375
0,chatcmpl-1f8716a6-e4b1-49a2-bfab-e0b9a76e6e9b-b69d12b7,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,52,1779995691.904913,1779995691.9193282,14.415264129638672
0,chatcmpl-2acbd67a-4fe4-4521-8c94-6d08596b0de0-8ea36c29,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,1,1779995691.9555593,1779995691.9558814,0.32210350036621094
1,chatcmpl-78da89c2-281a-4d1e-829f-ce7db33d22a5-b1539364,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,53,1779995691.9732382,1779995691.9877033,14.465093612670898
0,chatcmpl-ebfd7c87-cc8b-4f1b-8a5a-585f4b765df8-821e8853,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,5,1779995692.028194,1779995692.0290413,0.8473396301269531
0,chatcmpl-ca8cee65-c988-4ff6-be9c-59a6837ef243-bb2c9a9d,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,19,1779995692.0394964,1779995692.049496,9.999513626098633
1,chatcmpl-d6e5b861-ea13-4244-aea3-9cc6af39b2b7-bfcb1554,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,23,1779995692.0436335,1779995692.054321,10.687589645385742
0,chatcmpl-95200b12-3f0e-4665-9e23-a0af1f391a29-a5fdabc8,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995692.0491273,1779995692.0593514,10.224103927612305
1,chatcmpl-23de38e8-8762-46d6-b799-c886736739f8-a14fb769,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,21,1779995692.0537813,1779995692.0740786,20.29728889465332
1,chatcmpl-9624fced-c022-4684-b89c-17cac52e9354-b29567f5,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995692.0736794,1779995692.0740871,0.4076957702636719
0,chatcmpl-49fdaa9e-9e2b-49f1-bbe3-37ea7121f8f8-8ebbb1fa,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,6,1779995692.0886912,1779995692.0892086,0.5173683166503906
0,chatcmpl-77e51284-f24c-4df8-981d-1272b37ec616-a533e0fb,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,10,1779995692.1434038,1779995692.1436284,0.22459030151367188
1,chatcmpl-8bfb101a-b6b9-480b-a4ec-17f977ccc5d4-a876f744,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,33,1779995692.2405438,1779995692.2503572,9.813308715820312
1,chatcmpl-2fb296fc-87be-4273-be59-6345201e96b6-b75a0a5e,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,3,1779995692.2498422,1779995692.2623186,12.476444244384766
0,chatcmpl-1f672008-676f-4e9c-bcae-cd9826ace466-ace5c981,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,18,1779995692.2604978,1779995692.2689424,8.444547653198242
1,chatcmpl-fa15467e-f030-401e-a7c9-39e64800b43b-8c486049,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,14,1779995692.2618494,1779995692.2691133,7.263898849487305
0,chatcmpl-b77862c8-d034-4978-aaef-a58fbefec032-9b38d75b,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995692.29502,1779995692.2953367,0.316619873046875
1,chatcmpl-6f28128a-e432-42b2-80c6-123dcb234a3b-be17d8e9,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995692.4182558,1779995692.4186418,0.3859996795654297
0,chatcmpl-37cbba3a-67f0-4ac4-8628-552a3ca735cf-a64b0c30,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,1,1779995692.453282,1779995692.453615,0.33283233642578125
1,chatcmpl-110f1f50-d23c-4b38-bdfe-a9342733f215-bc513e3a,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,8,1779995692.496935,1779995692.497333,0.3981590270996094
1,chatcmpl-e9d504b0-bbb2-482a-8765-83e515ba5fe6-ac820763,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,42,1779995692.659927,1779995692.6753325,15.405654907226562
0,chatcmpl-deaac1d3-7249-4fae-9b6b-1e47e38625cf-8e928eaa,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,2,1779995692.666137,1779995692.666655,0.5180835723876953
0,chatcmpl-d3bdd8fa-2e0a-4561-9747-7b844d077229-b0881777,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,9,1779995692.8918068,1779995692.8921473,0.34046173095703125
0,chatcmpl-998ce8d8-3e7e-42da-b6d4-68fa23a898b0-b03ec182,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,3,1779995692.998196,1779995693.0082855,10.089635848999023
1,chatcmpl-2c23df13-85fc-4dcb-8498-8c3c791fc2ff-9089b89f,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,9,1779995693.0411155,1779995693.0414958,0.3802776336669922
0,chatcmpl-d6bc7d87-c3e1-4eed-adec-3e459fd76dd5-98708df9,27a16766-d861-43d6-8a84-7ce0ecba850d_dp0,0,2,1779995693.0598524,1779995693.06027,0.4177093505859375
1,chatcmpl-f8cb5b13-94b3-43b6-8cd8-3b50db32c072-b2f9ff06,27a16766-d861-43d6-8a84-7ce0ecba850d_dp1,0,25,1779995693.1029584,1779995693.1194308,16.472339630126953
